time,P,G(i),H_sun,T2m,WS10m,Int,district,latitude,longitude
20220111:2130,0.0,0.0,0.0,16.66,0.69,0.0,Nuwara Eliya,6.97078,80.78286
20220111:2230,0.0,0.0,0.0,16.33,0.76,0.0,Nuwara Eliya,6.97078,80.78286
20220111:2330,0.0,0.0,0.0,16.43,0.76,0.0,Nuwara Eliya,6.97078,80.78286
20220112:0030,0.0,0.0,-6.0,16.51,0.83,0.0,Nuwara Eliya,6.97078,80.78286
20220112:0130,29.62,59.27,7.8,16.31,0.69,0.0,Nuwara Eliya,6.97078,80.78286
20220112:0230,169.04,223.33,21.33,17.07,0.62,0.0,Nuwara Eliya,6.97078,80.78286
20220112:0330,340.12,426.47,34.33,18.49,0.9,0.0,Nuwara Eliya,6.97078,80.78286
20220112:0430,526.4,669.36,46.27,19.66,1.03,0.0,Nuwara Eliya,6.97078,80.78286
20220112:0530,572.4,739.19,55.99,20.64,1.03,0.0,Nuwara Eliya,6.97078,80.78286
20220112:0630,543.54,699.89,61.14,20.8,0.9,0.0,Nuwara Eliya,6.97078,80.78286
20220112:0730,504.98,649.46,59.31,20.63,0.69,0.0,Nuwara Eliya,6.97078,80.78286
20220112:0830,529.57,684.34,51.48,20.76,0.34,0.0,Nuwara Eliya,6.97078,80.78286
20220112:0930,288.98,366.72,40.43,20.71,0.76,0.0,Nuwara Eliya,6.97078,80.78286
20220112:1030,240.05,307.51,27.86,19.18,0.83,0.0,Nuwara Eliya,6.97078,80.78286
20220112:1130,99.76,146.96,14.55,19.34,0.28,0.0,Nuwara Eliya,6.97078,80.78286
20220112:1230,1.06,8.45,0.86,18.93,0.62,0.0,Nuwara Eliya,6.97078,80.78286
20220112:1330,0.0,0.0,0.0,17.98,0.55,0.0,Nuwara Eliya,6.97078,80.78286
20220112:1430,0.0,0.0,0.0,17.36,0.97,0.0,Nuwara Eliya,6.97078,80.78286
20220112:1530,0.0,0.0,0.0,17.05,0.76,0.0,Nuwara Eliya,6.97078,80.78286
20220112:1630,0.0,0.0,0.0,16.99,0.83,0.0,Nuwara Eliya,6.97078,80.78286
20220112:1730,0.0,0.0,0.0,16.54,0.69,0.0,Nuwara Eliya,6.97078,80.78286
20220112:1830,0.0,0.0,0.0,16.85,0.76,0.0,Nuwara Eliya,6.97078,80.78286
20220112:1930,0.0,0.0,0.0,16.46,0.34,0.0,Nuwara Eliya,6.97078,80.78286
20220112:2030,0.0,0.0,0.0,16.1,0.41,0.0,Nuwara Eliya,6.97078,80.78286
20220112:2130,0.0,0.0,0.0,16.01,0.41,0.0,Nuwara Eliya,6.97078,80.78286
20220112:2230,0.0,0.0,0.0,15.76,0.48,0.0,Nuwara Eliya,6.97078,80.78286
20220112:2330,0.0,0.0,0.0,15.87,0.48,0.0,Nuwara Eliya,6.97078,80.78286
20220113:0030,0.0,0.0,-6.08,15.6,0.41,0.0,Nuwara Eliya,6.97078,80.78286
20220113:0130,54.31,96.23,7.75,15.47,0.34,0.0,Nuwara Eliya,6.97078,80.78286
20220113:0230,222.51,288.99,21.29,16.39,0.28,0.0,Nuwara Eliya,6.97078,80.78286
20220113:0330,425.14,539.27,34.32,18.44,0.34,0.0,Nuwara Eliya,6.97078,80.78286
20220113:0430,470.38,600.22,46.3,19.82,0.48,0.0,Nuwara Eliya,6.97078,80.78286
20220113:0530,555.76,721.4,56.08,20.52,0.76,0.0,Nuwara Eliya,6.97078,80.78286
20220113:0630,537.39,696.87,61.3,21.06,0.69,0.0,Nuwara Eliya,6.97078,80.78286
20220113:0730,483.36,620.64,59.5,21.19,0.55,0.0,Nuwara Eliya,6.97078,80.78286
20220113:0830,448.76,573.8,51.66,20.57,0.34,0.0,Nuwara Eliya,6.97078,80.78286
20220113:0930,336.37,426.32,40.59,19.89,0.41,0.0,Nuwara Eliya,6.97078,80.78286
20220113:1030,173.23,226.3,28.0,19.63,0.97,0.0,Nuwara Eliya,6.97078,80.78286
20220113:1130,39.28,65.43,14.68,18.87,0.34,0.0,Nuwara Eliya,6.97078,80.78286
20220113:1230,0.45,6.96,0.97,18.06,0.21,0.0,Nuwara Eliya,6.97078,80.78286
20220113:1330,0.0,0.0,0.0,17.58,0.69,0.0,Nuwara Eliya,6.97078,80.78286
20220113:1430,0.0,0.0,0.0,17.2,0.76,0.0,Nuwara Eliya,6.97078,80.78286
20220113:1530,0.0,0.0,0.0,16.97,0.62,0.0,Nuwara Eliya,6.97078,80.78286
20220113:1630,0.0,0.0,0.0,16.41,0.62,0.0,Nuwara Eliya,6.97078,80.78286
20220113:1730,0.0,0.0,0.0,16.25,0.62,0.0,Nuwara Eliya,6.97078,80.78286
20220113:1830,0.0,0.0,0.0,16.29,0.55,0.0,Nuwara Eliya,6.97078,80.78286
20220113:1930,0.0,0.0,0.0,16.32,0.62,0.0,Nuwara Eliya,6.97078,80.78286
20220113:2030,0.0,0.0,0.0,16.26,0.62,0.0,Nuwara Eliya,6.97078,80.78286
20220113:2130,0.0,0.0,0.0,16.3,0.48,0.0,Nuwara Eliya,6.97078,80.78286
20220113:2230,0.0,0.0,0.0,16.19,0.48,0.0,Nuwara Eliya,6.97078,80.78286
20220113:2330,0.0,0.0,0.0,16.02,0.55,0.0,Nuwara Eliya,6.97078,80.78286
20220114:0030,0.0,0.0,-6.15,15.64,0.48,0.0,Nuwara Eliya,6.97078,80.78286
20220114:0130,61.98,106.74,7.69,15.3,0.41,0.0,Nuwara Eliya,6.97078,80.78286
20220114:0230,242.78,314.18,21.26,16.23,0.28,0.0,Nuwara Eliya,6.97078,80.78286
20220114:0330,449.29,572.33,34.31,18.34,0.28,0.0,Nuwara Eliya,6.97078,80.78286
20220114:0430,568.69,736.24,46.34,19.81,0.48,0.0,Nuwara Eliya,6.97078,80.78286
20220114:0530,682.63,905.97,56.17,20.78,0.76,0.0,Nuwara Eliya,6.97078,80.78286
20220114:0630,685.36,911.48,61.46,21.51,0.83,0.0,Nuwara Eliya,6.97078,80.78286
20220114:0730,615.23,806.55,59.69,21.57,0.76,0.0,Nuwara Eliya,6.97078,80.78286
20220114:0830,459.31,587.8,51.84,21.18,0.41,0.0,Nuwara Eliya,6.97078,80.78286
20220114:0930,368.43,467.09,40.75,20.57,0.48,0.0,Nuwara Eliya,6.97078,80.78286
20220114:1030,227.2,293.5,28.14,20.25,0.41,0.0,Nuwara Eliya,6.97078,80.78286
20220114:1130,110.38,160.73,14.8,19.37,0.41,0.0,Nuwara Eliya,6.97078,80.78286
20220114:1230,1.12,8.6,1.08,18.93,0.48,0.0,Nuwara Eliya,6.97078,80.78286
20220114:1330,0.0,0.0,0.0,18.0,0.41,0.0,Nuwara Eliya,6.97078,80.78286
20220114:1430,0.0,0.0,0.0,17.61,0.69,0.0,Nuwara Eliya,6.97078,80.78286
20220114:1530,0.0,0.0,0.0,17.37,0.76,0.0,Nuwara Eliya,6.97078,80.78286
20220114:1630,0.0,0.0,0.0,17.08,0.62,0.0,Nuwara Eliya,6.97078,80.78286
20220114:1730,0.0,0.0,0.0,16.63,0.48,0.0,Nuwara Eliya,6.97078,80.78286
20220114:1830,0.0,0.0,0.0,16.26,0.55,0.0,Nuwara Eliya,6.97078,80.78286
20220114:1930,0.0,0.0,0.0,16.26,0.69,0.0,Nuwara Eliya,6.97078,80.78286
20220114:2030,0.0,0.0,0.0,16.06,0.62,0.0,Nuwara Eliya,6.97078,80.78286
20220114:2130,0.0,0.0,0.0,15.96,0.55,0.0,Nuwara Eliya,6.97078,80.78286
20220114:2230,0.0,0.0,0.0,15.75,0.62,0.0,Nuwara Eliya,6.97078,80.78286
20220114:2330,0.0,0.0,0.0,15.52,0.69,0.0,Nuwara Eliya,6.97078,80.78286
20220115:0030,0.0,0.0,-6.21,15.2,0.62,0.0,Nuwara Eliya,6.97078,80.78286
20220115:0130,69.75,119.99,7.65,14.89,0.62,0.0,Nuwara Eliya,6.97078,80.78286
20220115:0230,272.06,351.41,21.24,16.39,0.48,0.0,Nuwara Eliya,6.97078,80.78286
