time,P,G(i),H_sun,T2m,WS10m,Int,district,latitude,longitude
20220313:0430,484.44,633.22,54.33,26.71,1.59,0.0,Polonnaruwa,7.93965,81.00274
20220313:0530,598.84,790.45,68.1,28.28,2.62,0.0,Polonnaruwa,7.93965,81.00274
20220313:0630,623.41,828.52,78.41,29.32,2.9,0.0,Polonnaruwa,7.93965,81.00274
20220313:0730,654.87,873.27,74.6,29.7,3.03,0.0,Polonnaruwa,7.93965,81.00274
20220313:0830,593.71,783.83,61.94,30.13,3.31,0.0,Polonnaruwa,7.93965,81.00274
20220313:0930,510.19,665.82,47.74,30.08,3.52,0.0,Polonnaruwa,7.93965,81.00274
20220313:1030,349.41,457.59,33.16,29.72,3.45,0.0,Polonnaruwa,7.93965,81.00274
20220313:1130,147.3,213.42,18.42,29.0,3.38,0.0,Polonnaruwa,7.93965,81.00274
20220313:1230,10.09,30.1,3.61,28.06,2.48,0.0,Polonnaruwa,7.93965,81.00274
20220313:1330,0.0,0.0,0.0,26.99,2.07,0.0,Polonnaruwa,7.93965,81.00274
20220313:1430,0.0,0.0,0.0,26.17,1.79,0.0,Polonnaruwa,7.93965,81.00274
20220313:1530,0.0,0.0,0.0,25.49,1.38,0.0,Polonnaruwa,7.93965,81.00274
20220313:1630,0.0,0.0,0.0,24.66,1.1,0.0,Polonnaruwa,7.93965,81.00274
20220313:1730,0.0,0.0,0.0,24.48,0.76,0.0,Polonnaruwa,7.93965,81.00274
20220313:1830,0.0,0.0,0.0,24.82,0.28,0.0,Polonnaruwa,7.93965,81.00274
20220313:1930,0.0,0.0,0.0,24.34,0.62,0.0,Polonnaruwa,7.93965,81.00274
20220313:2030,0.0,0.0,0.0,23.46,0.9,0.0,Polonnaruwa,7.93965,81.00274
20220313:2130,0.0,0.0,0.0,23.03,1.03,0.0,Polonnaruwa,7.93965,81.00274
20220313:2230,0.0,0.0,0.0,22.96,1.03,0.0,Polonnaruwa,7.93965,81.00274
20220313:2330,0.0,0.0,0.0,22.89,0.97,0.0,Polonnaruwa,7.93965,81.00274
20220314:0030,0.0,0.0,-4.3,22.77,0.97,0.0,Polonnaruwa,7.93965,81.00274
20220314:0130,61.46,109.84,10.54,22.69,1.03,0.0,Polonnaruwa,7.93965,81.00274
20220314:0230,223.76,299.84,25.33,24.5,0.76,0.0,Polonnaruwa,7.93965,81.00274
20220314:0330,424.03,556.53,40.03,26.07,0.76,0.0,Polonnaruwa,7.93965,81.00274
20220314:0430,525.66,690.29,54.52,27.81,2.07,0.0,Polonnaruwa,7.93965,81.00274
20220314:0530,589.15,784.57,68.36,28.66,2.07,0.0,Polonnaruwa,7.93965,81.00274
20220314:0630,657.52,888.65,78.8,29.43,2.07,0.0,Polonnaruwa,7.93965,81.00274
20220314:0730,628.9,840.4,74.83,30.18,2.62,0.0,Polonnaruwa,7.93965,81.00274
20220314:0830,619.83,828.82,62.02,30.58,2.76,0.0,Polonnaruwa,7.93965,81.00274
20220314:0930,506.98,668.06,47.78,30.82,2.97,0.0,Polonnaruwa,7.93965,81.00274
20220314:1030,354.41,467.08,33.17,30.41,3.1,0.0,Polonnaruwa,7.93965,81.00274
20220314:1130,150.39,218.5,18.41,29.64,3.17,0.0,Polonnaruwa,7.93965,81.00274
20220314:1230,9.25,31.66,3.6,28.52,2.62,0.0,Polonnaruwa,7.93965,81.00274
20220314:1330,0.0,0.0,0.0,27.22,2.28,0.0,Polonnaruwa,7.93965,81.00274
20220314:1430,0.0,0.0,0.0,26.28,1.93,0.0,Polonnaruwa,7.93965,81.00274
20220314:1530,0.0,0.0,0.0,25.51,1.52,0.0,Polonnaruwa,7.93965,81.00274
20220314:1630,0.0,0.0,0.0,24.6,1.03,0.0,Polonnaruwa,7.93965,81.00274
20220314:1730,0.0,0.0,0.0,25.16,0.41,0.0,Polonnaruwa,7.93965,81.00274
20220314:1830,0.0,0.0,0.0,24.84,0.07,0.0,Polonnaruwa,7.93965,81.00274
20220314:1930,0.0,0.0,0.0,24.59,0.28,0.0,Polonnaruwa,7.93965,81.00274
20220314:2030,0.0,0.0,0.0,23.96,0.62,0.0,Polonnaruwa,7.93965,81.00274
20220314:2130,0.0,0.0,0.0,22.4,0.9,0.0,Polonnaruwa,7.93965,81.00274
20220314:2230,0.0,0.0,0.0,22.51,0.83,0.0,Polonnaruwa,7.93965,81.00274
20220314:2330,0.0,0.0,0.0,22.72,1.03,0.0,Polonnaruwa,7.93965,81.00274
20220315:0030,0.0,0.0,-4.17,22.64,1.24,0.0,Polonnaruwa,7.93965,81.00274
20220315:0130,54.04,88.31,10.67,22.76,1.1,0.0,Polonnaruwa,7.93965,81.00274
20220315:0230,192.07,257.71,25.47,24.15,0.76,0.0,Polonnaruwa,7.93965,81.00274
20220315:0330,350.33,458.99,40.18,25.61,0.48,0.0,Polonnaruwa,7.93965,81.00274
20220315:0430,544.82,735.14,54.7,26.94,0.41,0.0,Polonnaruwa,7.93965,81.00274
20220315:0530,654.85,909.79,68.61,28.38,0.55,0.0,Polonnaruwa,7.93965,81.00274
20220315:0630,684.42,974.51,79.2,29.65,0.41,0.0,Polonnaruwa,7.93965,81.00274
20220315:0730,622.76,885.16,75.05,30.45,0.14,0.0,Polonnaruwa,7.93965,81.00274
20220315:0830,575.89,802.15,62.11,31.0,0.48,0.0,Polonnaruwa,7.93965,81.00274
20220315:0930,461.56,628.33,47.81,31.32,0.69,0.0,Polonnaruwa,7.93965,81.00274
20220315:1030,325.26,439.13,33.17,31.3,0.76,0.0,Polonnaruwa,7.93965,81.00274
20220315:1130,158.18,232.42,18.41,30.91,1.1,0.0,Polonnaruwa,7.93965,81.00274
20220315:1230,9.6,34.65,3.58,29.93,1.72,0.0,Polonnaruwa,7.93965,81.00274
20220315:1330,0.0,0.0,0.0,28.26,2.21,0.0,Polonnaruwa,7.93965,81.00274
20220315:1430,0.0,0.0,0.0,26.89,2.28,0.0,Polonnaruwa,7.93965,81.00274
20220315:1530,0.0,0.0,0.0,26.03,1.93,0.0,Polonnaruwa,7.93965,81.00274
20220315:1630,0.0,0.0,0.0,25.35,1.17,0.0,Polonnaruwa,7.93965,81.00274
20220315:1730,0.0,0.0,0.0,25.17,0.55,0.0,Polonnaruwa,7.93965,81.00274
20220315:1830,0.0,0.0,0.0,24.17,0.83,0.0,Polonnaruwa,7.93965,81.00274
20220315:1930,0.0,0.0,0.0,24.43,0.83,0.0,Polonnaruwa,7.93965,81.00274
20220315:2030,0.0,0.0,0.0,24.96,0.55,0.0,Polonnaruwa,7.93965,81.00274
20220315:2130,0.0,0.0,0.0,24.81,0.21,0.0,Polonnaruwa,7.93965,81.00274
20220315:2230,0.0,0.0,0.0,24.6,0.34,0.0,Polonnaruwa,7.93965,81.00274
20220315:2330,0.0,0.0,0.0,24.45,0.0,0.0,Polonnaruwa,7.93965,81.00274
20220316:0030,0.0,0.0,-4.05,23.7,0.55,0.0,Polonnaruwa,7.93965,81.00274
20220316:0130,33.05,57.0,10.79,23.78,0.76,0.0,Polonnaruwa,7.93965,81.00274
20220316:0230,115.19,161.43,25.6,24.74,0.69,0.0,Polonnaruwa,7.93965,81.00274
20220316:0330,227.0,300.34,40.34,25.88,1.03,0.0,Polonnaruwa,7.93965,81.00274
20220316:0430,340.14,446.55,54.88,26.95,1.45,0.0,Polonnaruwa,7.93965,81.00274
20220316:0530,442.11,585.2,68.86,28.28,2.0,0.0,Polonnaruwa,7.93965,81.00274
20220316:0630,448.14,594.71,79.59,29.27,2.41,0.0,Polonnaruwa,7.93965,81.00274
20220316:0730,421.03,559.79,75.26,29.89,2.21,0.0,Polonnaruwa,7.93965,81.00274
20220316:0830,347.41,460.66,62.18,30.35,2.21,0.0,Polonnaruwa,7.93965,81.00274
20220316:0930,293.75,391.92,47.84,30.54,1.72,0.0,Polonnaruwa,7.93965,81.00274
20220316:1030,140.65,197.11,33.18,30.72,1.1,0.0,Polonnaruwa,7.93965,81.00274
20220316:1130,51.64,83.62,18.4,30.62,0.41,0.0,Polonnaruwa,7.93965,81.00274
20220316:1230,3.59,14.01,3.57,29.4,0.55,0.0,Polonnaruwa,7.93965,81.00274
20220316:1330,0.0,0.0,0.0,28.53,1.52,0.0,Polonnaruwa,7.93965,81.00274
20220316:1430,0.0,0.0,0.0,27.6,1.66,0.0,Polonnaruwa,7.93965,81.00274
20220316:1530,0.0,0.0,0.0,26.96,1.52,0.0,Polonnaruwa,7.93965,81.00274
20220316:1630,0.0,0.0,0.0,26.33,1.17,0.0,Polonnaruwa,7.93965,81.00274
20220316:1730,0.0,0.0,0.0,25.96,0.76,0.0,Polonnaruwa,7.93965,81.00274
20220316:1830,0.0,0.0,0.0,25.95,0.55,0.0,Polonnaruwa,7.93965,81.00274
