time,P,G(i),H_sun,T2m,WS10m,Int,district,latitude,longitude
20230723:2030,0.0,0.0,0.0,25.27,4.9,0.0,Galle,6.0461,80.2103
20230723:2130,0.0,0.0,0.0,25.16,5.17,0.0,Galle,6.0461,80.2103
20230723:2230,0.0,0.0,0.0,25.01,5.86,0.0,Galle,6.0461,80.2103
20230723:2330,0.0,0.0,0.0,25.23,5.79,0.0,Galle,6.0461,80.2103
20230724:0030,0.0,0.0,-1.57,25.53,5.31,0.0,Galle,6.0461,80.2103
20230724:0130,40.98,76.2,12.49,25.61,5.45,0.0,Galle,6.0461,80.2103
20230724:0230,96.58,138.74,26.59,25.71,5.66,0.0,Galle,6.0461,80.2103
20230724:0330,127.5,174.73,40.6,25.83,5.79,0.0,Galle,6.0461,80.2103
20230724:0430,357.22,451.75,54.31,25.87,5.93,0.0,Galle,6.0461,80.2103
20230724:0530,402.06,506.69,67.02,26.52,5.86,0.0,Galle,6.0461,80.2103
20230724:0630,511.6,647.52,75.64,26.89,6.07,0.0,Galle,6.0461,80.2103
20230724:0730,533.0,677.01,72.43,27.32,5.79,0.0,Galle,6.0461,80.2103
20230724:0830,470.09,595.57,61.09,27.38,5.79,0.0,Galle,6.0461,80.2103
20230724:0930,423.29,537.02,47.75,27.35,5.52,0.0,Galle,6.0461,80.2103
20230724:1030,269.76,352.72,33.85,27.47,5.03,0.0,Galle,6.0461,80.2103
20230724:1130,128.37,190.08,19.78,27.3,4.76,0.0,Galle,6.0461,80.2103
20230724:1230,12.31,31.82,5.69,27.0,4.69,0.0,Galle,6.0461,80.2103
20230724:1330,0.0,0.0,0.0,26.75,4.76,0.0,Galle,6.0461,80.2103
20230724:1430,0.0,0.0,0.0,26.76,4.34,0.0,Galle,6.0461,80.2103
20230724:1530,0.0,0.0,0.0,26.78,3.86,0.0,Galle,6.0461,80.2103
20230724:1630,0.0,0.0,0.0,26.63,3.45,0.0,Galle,6.0461,80.2103
20230724:1730,0.0,0.0,0.0,26.37,3.45,0.0,Galle,6.0461,80.2103
20230724:1830,0.0,0.0,0.0,26.4,3.38,0.0,Galle,6.0461,80.2103
20230724:1930,0.0,0.0,0.0,26.45,3.38,0.0,Galle,6.0461,80.2103
20230724:2030,0.0,0.0,0.0,26.33,3.59,0.0,Galle,6.0461,80.2103
20230724:2130,0.0,0.0,0.0,26.01,4.07,0.0,Galle,6.0461,80.2103
