time,P,G(i),H_sun,T2m,WS10m,Int,district,latitude,longitude
20220509:1830,0.0,0.0,0.0,27.77,1.52,0.0,Ampara,7.29754,81.68202
20220509:1930,0.0,0.0,0.0,27.52,2.34,0.0,Ampara,7.29754,81.68202
20220509:2030,0.0,0.0,0.0,27.06,1.52,0.0,Ampara,7.29754,81.68202
20220509:2130,0.0,0.0,0.0,26.27,1.24,0.0,Ampara,7.29754,81.68202
20220509:2230,0.0,0.0,0.0,26.07,1.45,0.0,Ampara,7.29754,81.68202
20220509:2330,0.0,0.0,0.0,25.78,1.52,0.0,Ampara,7.29754,81.68202
20220510:0030,6.08,18.28,2.28,25.5,1.45,0.0,Ampara,7.29754,81.68202
20220510:0130,98.91,153.69,16.52,25.72,1.24,0.0,Ampara,7.29754,81.68202
20220510:0230,278.44,376.48,30.81,28.24,0.55,0.0,Ampara,7.29754,81.68202
20220510:0330,432.07,584.93,45.06,29.88,0.14,0.0,Ampara,7.29754,81.68202
20220510:0430,551.9,763.66,59.07,31.45,0.41,0.0,Ampara,7.29754,81.68202
20220510:0530,613.93,868.09,72.16,32.66,0.41,0.0,Ampara,7.29754,81.68202
20220510:0630,544.88,762.05,79.67,33.73,0.48,0.0,Ampara,7.29754,81.68202
20220510:0730,602.68,853.19,72.04,33.7,0.48,0.0,Ampara,7.29754,81.68202
20220510:0830,471.19,648.93,58.93,34.42,0.62,0.0,Ampara,7.29754,81.68202
20220510:0930,330.71,449.24,44.91,34.29,0.76,0.0,Ampara,7.29754,81.68202
20220510:1030,257.44,357.73,30.67,33.63,0.76,0.0,Ampara,7.29754,81.68202
